,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_error,parallax_over_error,ag_gspphot,teff_gspphot,logg_gspphot,Distance,Color index,Absolute visual magnitude,Absolute magnitude,Log luminosity,Spectral class
21571,18.385948,18.889036,17.718636,0.5021352306130764,0.16331929,3.0745616,0.0041,4599.561,4.8014,,,,,,
21575,18.289122,18.70298,17.285475,0.3545203901545857,0.168404,2.105178,0.0099,4224.8296,4.6018,,,,,,
21577,18.325031,18.857971,17.690247,0.0815095213325839,0.1771257,0.46017897,0.0026,4750.324,4.8499,51.73912924242606,2.1828130000000012,9.719775813450312,8.872090423168082,-1.684836169267233,M
21578,17.296461,17.91656,16.46612,0.684885491773784,0.16567695,4.133861,0.0167,4234.552,4.7879,,,,,,
21579,18.221334,18.71624,17.599798,-0.1171860195569675,0.16378213,-0.7154994,0.0022,4895.8936,4.7942,,,,,,
21584,16.193659,17.030005,15.302054,1.9355337594871669,0.05894323,32.837254,0.4387,4317.0103,4.5774,,,,,,
21590,13.77993,14.183037,13.149832,1.8486315336275407,0.021351531,86.58075,0.0966,5184.6226,4.3665,,,,,,
21592,18.604307,18.84094,18.12746,-0.0967363534308334,0.2017489,-0.47948888,0.0025,5987.6807,4.7198,66.45543612271119,1.7471960000000006,8.141590779204968,7.618288437674519,-1.1833153750698073,K
21593,15.462491,15.776868,14.979597,0.6491691833131021,0.03608508,17.989962,0.0679,5809.5054,4.4697,57.20695364840168,1.2925489999999993,6.8400855595192205,6.5243163920853675,-0.745726556834147,K
21597,17.030426,17.885162,16.108519,1.3872102435435063,0.10258376,13.522709,0.312,4137.119,4.6637,,,,,,
21599,15.729378,16.286638,15.022489,0.9823073949614508,0.035380665,27.76396,0.0879,4658.0903,4.4205,,,,,,
21602,18.196297,18.8696,17.402163,0.4499788283001671,0.14760898,3.0484517,0.0031,4267.5107,4.7266,,,,,,
21603,17.743303,18.624416,16.82464,0.9874368664121804,0.124221385,7.949009,0.4443,4140.084,4.5244,44.00604289785091,0.8290116000000003,4.942261903012925,4.799941411092659,-0.05597656443706356,G
21607,15.298024,15.652597,14.7722645,0.7169395881331951,0.034417894,20.830431,0.2788,5970.976,4.369,,,,,,
21609,16.311026,17.093307,15.448344,1.570526749266366,0.05901271,26.613365,0.4539,4445.737,4.5773,,,,,,
21610,14.013879,14.515023,13.359313,2.58668942364827,0.020941794,123.51805,0.2115,5017.296,4.5499,,,,,,
21611,18.956154,19.780893,18.000238,1.0845109842175156,0.2621176,4.137498,0.007,3707.7861,4.9066,,,,,,
21613,16.745779,17.101484,16.219143,0.337318272635834,0.06997686,4.820426,0.0151,5495.2036,4.6574,,,,,,
21615,17.15296,17.817019,16.379099,1.0550019985980514,0.093542635,11.278301,0.0085,4234.71,4.3545,,,,,,
21616,18.393578,18.8058,17.871153,-0.1656807134631346,0.19400606,-0.85399765,0.0025,5226.514,4.7805,,,,,,
21617,18.572449,19.292706,17.723179,0.4736015527906947,0.2226954,2.1266787,0.003,3896.9082,4.8676,,,,,,
21620,15.7231655,16.250294,15.0333,0.0765798259264521,0.04049821,1.8909435,0.8425,5949.593,3.7271,,,,,,
21622,18.106255,19.756273,16.925804,2.8114649946363826,0.16926455,16.609886,0.4664,3363.564,4.8817,,,,,,
21623,16.024082,16.490238,15.415998,0.8318055593600023,0.041869666,19.866545,0.0445,5034.7173,4.4946,,,,,,
21626,18.93066,19.243885,18.380001,-0.1017007107527327,0.2391445,-0.42526886,0.0019,5170.269,4.7935,87.11441148767163,0.7484180000000009,4.095052542162001,3.975363964810203,0.2738544140759189,G
21629,17.292171,18.528112,16.197136,2.8937671191724625,0.087703414,32.99492,0.4529,3579.6035,4.6611,,,,,,
21630,17.110125,18.63263,15.89383,4.28594790501507,0.08173218,52.438927,0.5623,3423.3384,4.8039,69.1556917267268,2.3342089999999995,9.988434708045542,9.053536351541595,-1.7574145406166382,M
21631,17.510023,18.344393,16.587065,1.1328470200063745,0.09907538,11.434194,0.1078,3800.6287,4.5939,,,,,,
21632,15.505695,16.433664,14.553403,3.333957099909208,0.035516635,93.8703,0.5507,4134.483,4.6493,61.50712462327416,1.1333760000000002,6.291230363789168,6.043422875971647,-0.5533691503886587,K
21634,14.594011,15.088456,13.937185,1.639121899228404,0.024128228,67.933784,0.1748,4991.5044,4.455,,,,,,
21637,17.629082,18.081697,17.040356,0.589308929285304,0.10730829,5.4917374,0.0042,4996.426,4.6775,,,,,,
21638,15.530602,16.05434,14.852653,1.275643263430526,0.034340445,37.146965,0.1377,4817.0825,4.5437,,,,,,
21641,13.2226,13.660008,12.6222105,2.565452522413915,0.015352429,167.10402,0.2681,5446.923,4.4668,92.27063675101896,1.5450169999999996,7.538353056630715,7.11998241176466,-0.983992964705864,K
21643,17.54541,17.98946,16.956799,0.4419184618969321,0.09073913,4.8702083,0.0044,5011.0474,4.6662,,,,,,
21645,17.414877,17.8679,16.80639,0.4658501865522148,0.08247605,5.6483088,0.0108,4921.7075,4.8184,,,,,,
21646,13.1708,13.703038,12.432559,1.366159720182946,0.10703235,12.763989,0.3387,4893.7817,3.349,,,,,,
21648,17.403471,18.438473,16.379696,1.3210608597697515,0.09252463,14.277937,0.4224,3843.782,4.5864,,,,,,
21649,16.53582,16.973568,15.920905,0.60581624094253,0.056866013,10.653398,0.1269,5131.301,4.7047,,,,,,
21652,17.674448,18.332745,16.90514,0.5700606285317937,0.10747143,5.3042994,0.005,4370.2354,4.6426,97.63525019383961,0.05566230000000072,1.3313650500191834,1.3263965825289112,1.3334413669884357,B
21653,17.527418,18.386536,16.646774,1.2856915975052894,0.09487285,13.551735,0.5024,4401.406,4.5814,86.65235826834228,1.087212000000001,5.6597819254186525,5.438586066712752,-0.31143442668510063,K
21654,18.97501,19.817453,18.118217,0.6182173064941587,0.226245,2.7325127,0.0018,3763.3152,5.0144,,,,,,
21656,17.240713,18.260225,16.256355,1.2828329239374754,0.08187655,15.6678915,0.2299,3642.2292,4.4509,,,,,,
21657,17.532965,18.050947,16.854902,0.6960359003720281,0.09276731,7.5030293,0.011,4644.7734,4.7892,,,,,,
21659,14.766455,15.405552,13.998781,2.536630789337642,0.02316925,109.48264,0.263,4569.199,4.5411,,,,,,
21660,17.502565,18.025288,16.814085,0.5782665036771715,0.09857877,5.8660345,0.0089,4685.435,4.4931,,,,,,
21662,16.91731,17.660912,16.078045,1.062011878781085,0.07446324,14.26223,0.0498,4107.956,4.385,,,,,,
21663,17.097355,17.48916,16.553654,0.5307282169079873,0.08221855,6.455091,0.0073,5251.366,4.688,,,,,,
21669,18.221209,19.617155,17.101099,1.7596376641595866,0.20337127,8.652342,0.3649,3455.2583,4.8945,,,,,,
21671,16.796974,17.847641,15.756936,1.85311035115698,0.08051462,23.015825,0.5758,3913.9724,4.6798,,,,,,
21672,16.10937,16.671854,15.398127,1.1130462555848797,0.056606926,19.662722,0.1255,4651.1475,4.4766,90.62854411130526,1.410680000000001,7.059817376256593,6.7056989830489115,-0.8182795932195646,K
21673,11.520614,11.842928,11.027539,1.7828356706564277,0.019453458,91.64621,0.21,6138.9595,3.92,,,,,,
21674,18.13499,20.47366,16.738337,8.354792807454125,0.17337003,48.190525,0.73,2987.3164,4.7971,96.9753853968482,2.856312000000001,12.083305088538612,10.694675428817828,-2.4138701715271313,M
21678,18.505007,19.043425,17.781996,0.1799334910644417,0.20638038,0.87185365,0.0063,4487.281,4.861,38.9635505362799,2.633808,11.884576099775344,10.6547493754897,-2.3978997501958803,M
21679,17.539654,18.103191,16.818346,0.1522925741082335,0.10158885,1.4991071,0.0273,4504.8076,4.8445,98.01123265462752,2.6816429999999993,10.643826244828112,9.416712743967544,-1.9026850975870175,M
21680,11.874076,12.456527,11.148843,0.75578214779885,0.014311031,52.81116,0.4126,4909.127,2.7737,71.22648402074344,2.493431000000001,10.322720123371731,9.253736466826727,-1.8374945867306907,M
21682,17.84208,18.497047,17.09547,0.5631357791871442,0.13144541,4.2841797,0.0069,4357.5337,4.739,,,,,,
21686,13.70873,14.163134,12.998703,2.7725393889526213,0.043574464,63.62762,0.3061,5114.1436,4.4721,99.71376330450826,1.9933800000000002,8.564590304659795,7.887834463473716,-1.2911337853894864,K
21689,13.5864725,13.90047,13.106127,1.025289280184967,0.015412364,66.52382,0.2434,6145.9463,4.1242,,,,,,
21690,15.156298,15.583757,14.549719,0.3382835694485819,0.030567426,11.066799,0.5199,5823.3315,3.6302,,,,,,
21692,17.631454,18.086012,17.018858,0.4724386215173791,0.10787527,4.3794894,0.0054,4870.4775,4.6667,,,,,,
21693,17.896866,18.371538,17.3066,0.5481114438808726,0.13302161,4.1204696,0.0043,4934.588,4.7164,,,,,,
21694,18.201397,18.736465,17.518473,0.0074953464953229,0.15997389,0.046853565,0.0061,4594.473,4.7168,,,,,,
21695,17.847181,18.807756,16.895023,1.1487798949217554,0.12672256,9.065314,0.035,3558.0522,4.4088,,,,,,
21696,18.679482,19.946514,17.598593,1.504658145531537,0.22505675,6.6856833,0.0409,3254.5217,4.6373,,,,,,
21699,16.906498,18.30716,15.742541,5.415835473321052,0.07487097,72.335594,0.4454,3427.4734,4.9234,,,,,,
21700,17.23852,18.00495,16.422503,1.1222202437319242,0.08161574,13.750047,0.3169,4425.3047,4.6495,,,,,,
21702,17.352545,18.71911,16.190863,2.379251899648092,0.09264509,25.68136,0.5142,3498.0354,4.5978,,,,,,
21703,17.076536,18.598562,15.8762,3.3399976238266427,0.07394228,45.170334,0.6162,3468.1106,4.5971,,,,,,
21706,17.914568,19.015505,16.872337,1.6127395565578737,0.11088467,14.544297,0.5003,3658.391,4.6177,,,,,,
21707,17.8903,18.714573,16.96973,0.934717114182362,0.11342874,8.240566,0.1216,3947.4233,4.7411,,,,,,
21709,18.341927,18.920479,17.711674,0.1936221618352672,0.15069133,1.2848926,0.008,4697.0522,4.8353,,,,,,
21710,13.096471,13.437601,12.58496,1.7744826205380777,0.012884226,137.7252,0.0818,5627.329,4.2627,,,,,,
21713,17.93518,18.33063,17.388111,0.1796253832330534,0.11197395,1.6041712,0.0022,5214.26,4.7718,68.71921864587847,0.9976220000000016,6.221280863055632,6.024479935909724,-0.5457919743638897,K
21715,13.984071,14.284388,13.502354,0.7390447899077253,0.023969926,30.832169,0.304,6288.0576,4.0713,,,,,,
21719,16.732273,17.44832,15.915751,0.5979977008585674,0.061515536,9.721084,0.0204,4234.1753,4.2347,,,,,,
21720,15.747385,16.406338,14.969642,1.570075394365683,0.04041441,38.849392,0.1984,4504.605,4.5913,,,,,,
21724,15.375194,15.963864,14.647331,1.7477557424113268,0.034976374,49.969612,0.2052,4679.931,4.5628,,,,,,
21725,17.165878,17.824696,16.422882,0.931995618995082,0.08508862,10.953236,0.1394,4577.4595,4.564,,,,,,
21728,17.146389,17.773445,16.376965,0.759607478099064,0.07954232,9.549728,0.0171,4364.5054,4.6806,,,,,,
21729,17.49888,18.271011,16.655455,1.200055165395309,0.097489186,12.309623,0.0142,3936.2898,4.3254,,,,,,
21731,14.936491,15.345411,14.3617,0.5367335312419318,0.025852896,20.761059,0.2871,5630.388,3.9468,,,,,,
21734,16.382246,16.763647,15.825933,0.3756392944743783,0.05326899,7.051744,0.0067,5219.615,4.3838,,,,,,
21735,15.540083,16.03141,14.893664,0.391144715131863,0.04268729,9.163026,0.1863,4986.3525,4.1332,88.38133773485063,3.0716379999999983,11.652105655545462,10.051739146338242,-2.156695658535297,M
21736,16.287704,16.848547,15.554656,0.9045651421275122,0.058077857,15.575043,0.2401,4725.028,4.6564,,,,,,
21740,14.975022,15.440519,14.338728,1.4419532708631158,0.029418204,49.01568,0.0117,4833.681,4.4189,98.2905620352607,2.1184160000000016,9.072889517345786,8.304889907929287,-1.4579559631717147,K
21741,14.453461,14.853307,13.865896,1.5277233286968928,0.04354123,35.086823,0.0197,5092.8755,4.3681,,,,,,
21746,18.393896,19.365795,17.419903,0.9660213682641674,0.20186877,4.7853928,0.006,3511.789,4.6115,,,,,,
21748,17.937647,18.503672,17.24689,0.5237596797454721,0.14376572,3.643147,0.0022,4551.422,4.7203,,,,,,
21749,14.345528,14.921701,13.630822,2.532165660038689,0.022116821,114.490486,0.117,4656.1855,4.5403,29.10096641091075,2.78932,12.107230686883518,10.72294694167584,-2.425178776670336,M
21750,16.94647,17.392754,16.360754,0.0801464108869335,0.09193654,0.8717579,0.0304,4994.9775,4.7138,,,,,,
21751,17.155727,17.999653,16.257034,1.07256730036911,0.074762784,14.346272,0.5047,4345.0903,4.6155,,,,,,
21752,16.767046,17.109678,16.244741,0.4294004664443832,0.062400993,6.881308,0.0081,5475.744,4.5378,,,,,,
21753,16.80142,17.417345,16.053915,1.0261169409749546,0.06636615,15.46145,0.0057,4396.2983,4.5824,57.551977672957904,1.1806280000000005,6.505054292684342,6.237954740041033,-0.6311818960164133,K
21758,15.021748,15.421067,14.449288,1.0460171547852917,0.031425115,33.286026,0.1865,5493.7046,4.5063,,,,,,
21759,15.924614,16.269619,15.400231,0.3841974496049785,0.04285625,8.964794,0.1619,5723.772,3.9875,,,,,,
21760,15.159221,15.7216,14.444014,1.5749149295302662,0.031744264,49.612583,0.1756,4673.248,4.4301,88.63557297314955,0.7295049999999996,4.453130272674857,4.338412717576528,0.1286349129693889,G
21761,18.71355,18.988976,18.331606,0.1653252923113352,0.23749466,0.6961221,0.0053,5980.2563,4.704,,,,,,
21762,18.930967,19.763186,18.085686,0.4872563701681291,0.2881545,1.6909553,0.003,3800.6497,5.0276,,,,,,
21763,16.885506,17.296986,16.32329,0.5161652135018924,0.08095826,6.375695,0.0033,5162.1265,4.5633,,,,,,
21764,16.40953,16.748497,15.899701,0.4837483159722427,0.057556327,8.40478,0.0058,5520.779,4.5897,,,,,,
21765,17.807158,19.004013,16.71048,1.5788645498183589,0.110157795,14.332754,0.4279,3661.23,4.7317,,,,,,
21766,18.014748,18.680653,17.246063,0.6777475779315845,0.12415393,5.4589295,0.0045,4362.898,4.5723,41.87730280335114,2.2776549999999993,10.151240972246853,9.221964488755724,-1.8247857955022895,M
21767,15.40545,15.6815195,14.970679,0.4915681628579724,0.033256616,14.781063,0.1226,6220.5903,4.3523,91.93290650056416,2.1672469999999997,9.79527375628578,8.995533046245423,-1.7342132184981693,K
21768,18.366646,18.767008,17.89113,-0.0175184556840372,0.1477232,-0.118589744,0.0027,5587.52,4.754,,,,,,
21771,18.797735,20.099995,17.63475,2.741034774575951,0.21260865,12.892395,0.3408,3552.8445,4.3707,,,,,,
21773,14.512511,14.864177,13.989511,1.315764284106821,0.021604978,60.900978,0.1539,5710.765,4.4781,,,,,,
21774,14.209387,14.579321,13.6702795,0.7851093146671796,0.020381782,38.52015,0.3392,5994.265,4.1429,89.32448724729157,1.5708410000000015,7.20041848850552,6.77645434057645,-0.84658173623058,K
21778,16.815271,17.252012,16.216791,0.463541574252635,0.07514753,6.168421,0.0031,5000.602,4.6816,87.40353376503555,4.051248000000001,16.92062471662547,14.035099041425774,-3.7500396165703096,M
21779,15.918425,16.59572,15.130125,1.5825584323840205,0.04087679,38.715332,0.2269,4501.211,4.6252,95.6276240542809,2.306052000000001,9.925350782343372,9.021885172438239,-1.7447540689752956,M
21783,15.398094,15.800375,14.825723,0.4471543699718722,0.034022346,13.142961,0.071,5223.5566,4.1601,,,,,,
21787,18.21076,18.689129,17.583141,0.5131088103774334,0.16532083,3.1037157,0.0056,4818.5264,4.8942,94.94456295105417,3.3402439999999984,13.804762807847968,12.014706501552336,-2.9418826006209344,M
21790,18.980537,19.937454,18.026138,0.0914359546655323,0.2865254,0.3191199,0.003,3446.8882,4.6375,,,,,,
21791,13.142859,13.50855,12.606418,1.5443143024795527,0.015492946,99.67854,0.2131,5732.64,4.1009,,,,,,
21792,16.402933,17.155962,15.539604,1.6155328255167871,0.06288111,25.69186,0.4321,4476.165,4.639,,,,,,
21793,15.571556,15.922506,15.061146,0.3313630660452916,0.04063102,8.155421,0.0468,5617.5815,3.8614,,,,,,
21794,17.75942,18.128843,17.171612,0.220132381320251,0.13555837,1.6238937,0.0031,5129.3296,4.3935,,,,,,
21795,15.64465,16.206184,14.932463,1.4496913581476245,0.04599935,31.515476,0.0223,4537.867,4.4593,93.09339964117382,2.432077999999999,10.83819919151587,9.831926547887718,-2.0687706191550874,M
21797,17.066574,17.702309,16.306105,0.856697034881022,0.08244167,10.391553,0.0805,4499.126,4.6349,51.23907315561122,0.9652670000000008,5.75442783889126,5.571718673232009,-0.3646874692928037,G
21800,18.259653,18.484255,17.890928,0.0936016614904121,0.16419122,0.5700771,0.0031,6282.0435,4.6755,,,,,,
21801,17.411673,18.046202,16.674456,0.5997325343887687,0.087878585,6.8245583,0.0081,4533.6514,4.6321,85.04979865458236,1.4473509999999994,7.108945054476294,6.73878255095708,-0.8315130203828318,K
21802,16.226654,16.635,15.647222,0.9021243023861286,0.055282187,16.318535,0.0032,5064.7764,4.5536,,,,,,
21807,17.417822,18.185144,16.57078,0.9165027908764096,0.09951467,9.209725,0.2539,4276.902,4.6777,89.55032441572698,2.4038009999999996,9.515673758969054,8.529959182424562,-1.547983672969825,M
21811,17.7161,18.452557,16.8588,0.9973069892011808,0.11367424,8.773377,0.0072,3977.7458,4.7743,,,,,,
21814,14.265409,14.6142645,13.746323,1.081530469791577,0.023186693,46.644447,0.2237,5852.75,4.294,70.23011461962625,1.8034750000000006,8.051391775944825,7.4917631139465755,-1.1327052455786302,K
21816,18.9743,20.093533,17.95795,0.9706149785298336,0.2593719,3.7421749,0.0176,3357.8906,4.7144,,,,,,
21817,16.025347,16.402779,15.493005,0.5623634884666656,0.060261954,9.331983,0.0097,5393.9526,4.4161,,,,,,
21819,17.74742,18.249855,17.067509,0.3831066591579938,0.11910962,3.2164207,0.0035,4654.4883,4.7323,,,,,,
21820,16.734938,17.151329,16.137814,0.6132762315057905,0.0697947,8.78686,0.0013,5027.2026,4.616,99.45462285998545,2.5334730000000025,11.18930942903593,10.09033812574846,-2.172135250299384,M
21821,15.413172,15.8474455,14.804828,1.04460585918124,0.0395155,26.435345,0.0247,5033.7417,4.4659,96.66695209753918,2.546495,10.134851919200727,9.025933872334399,-1.7463735489337595,M
21824,16.025686,16.628428,15.2870655,1.3601367980599035,0.04525579,30.054426,0.1547,4578.525,4.5191,,,,,,
21825,17.487957,18.012217,16.78147,0.5907568862016945,0.09556942,6.181443,0.0101,4602.6353,4.8035,,,,,,
21826,18.07399,18.40922,17.560741,-0.0551159936268102,0.13835551,-0.398365,0.0099,5470.786,4.7214,,,,,,
21827,18.822515,20.323317,17.625816,3.7181540529514554,0.25424638,14.624216,0.0011,3053.8809,4.7769,,,,,,
21828,17.353014,18.297625,16.263739,1.6962337080984826,0.093783945,18.08661,0.5327,3912.316,4.7101,,,,,,
21829,15.328274,15.653751,14.831465,0.4699938142277327,0.03138444,14.975378,0.007,5579.3296,4.1854,89.82139589797407,2.443144,10.096808558626869,9.071245999646592,-1.764498399858637,M
21831,17.29911,18.008745,16.47586,0.8549346143568025,0.09447726,9.049105,0.0336,4109.9116,4.3869,,,,,,
21834,18.05816,19.07659,17.075546,1.3398539270357106,0.13365912,10.02441,0.1791,3552.238,4.4964,,,,,,
21836,17.470955,18.025042,16.77023,0.756589896243904,0.11922106,6.3461094,0.0325,4510.0786,4.7817,96.64750312269489,2.780958499999999,11.707285249461123,10.38514580719643,-2.290058322878572,M
21839,18.85473,19.020891,18.486254,0.056897834218785,0.22536983,0.2524643,0.0028,7004.455,4.5938,,,,,,
21840,18.322931,19.292543,17.373848,0.933573325727551,0.17470296,5.343775,0.0074,3569.47,4.6128,,,,,,
21842,10.936399,11.182279,10.535702,2.702349195026672,0.12565823,21.505548,0.1029,6426.462,3.9041,,,,,,
21843,16.279732,16.727083,15.661348,0.7999174520525664,0.054525312,14.67057,0.0772,4963.237,4.4229,,,,,,
21844,18.817783,19.659191,17.941204,0.8828871754151525,0.2242371,3.937293,0.0078,3912.054,4.9479,,,,,,
21845,16.010523,16.34958,15.50607,0.5569411850921835,0.049687855,11.208798,0.0233,5565.527,4.6051,,,,,,
21848,18.20658,19.391405,17.139473,1.472681988572052,0.14335294,10.273121,0.3534,3621.7542,4.3826,98.71963627608002,1.6486669999999997,7.616596541037971,7.1539412671407945,-0.9975765068563178,K
21854,17.560976,17.84391,17.022905,0.1949459426673626,0.117344454,1.6613137,0.0034,5517.0522,4.7452,,,,,,
21856,15.362575,16.102364,14.475422,1.888417901611016,0.13493446,13.995075,0.4175,4383.434,4.5182,,,,,,
21857,18.86742,19.77469,18.021378,0.772618243717391,0.25294307,3.0545144,0.0163,3759.7551,4.9461,,,,,,
21859,18.542694,19.733429,17.502893,0.7696557131771884,0.2186715,3.519689,0.0285,3439.3594,4.5404,,,,,,
21860,17.071901,17.42334,16.5498,0.31806430634703,0.086092114,3.6944652,0.0028,5372.4883,4.7081,95.6958698752948,0.9706989999999998,5.435330856726104,5.25917302736841,-0.23966921094736407,G
21862,11.914258,12.194945,11.472211,2.0839190610684013,0.018316573,113.77232,0.1517,6234.0664,4.0721,,,,,,
21863,16.915121,17.397144,16.291792,0.5559557415260092,0.078427896,7.08875,0.0116,4861.8325,4.7179,,,,,,
21864,16.887072,18.34739,15.699287,2.7917802723779754,0.075212024,37.1188,0.5929,3535.0662,4.5673,,,,,,
21869,17.840899,18.298073,17.1723,0.5306642571168041,0.12962733,4.093768,0.0038,4836.8374,4.8678,,,,,,
