,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_error,parallax_over_error,ag_gspphot,teff_gspphot,logg_gspphot,Distance,Color index,Absolute visual magnitude,Absolute magnitude,Log luminosity,Spectral class
41512,15.2097,15.814805,14.461539,1.9413814723397227,0.031744823,61.155846,0.2406,4620.5923,4.4809,,,,,,
41513,18.470158,19.294554,17.653484,0.5979788476787246,0.22706544,2.6335087,0.0016,3988.167,5.0108,99.81512415211041,2.5687559999999987,10.041556389236497,8.914323243555263,-1.701729297422105,M
41514,17.86257,18.89132,16.862904,0.6909277110815172,0.16193575,4.2666783,0.5742,3986.1028,4.3291,83.8366500832266,0.775705499999999,4.373725491502123,4.246616417035245,0.1653534331859021,G
41524,18.376347,19.02657,17.62833,0.4092593427527242,0.21249768,1.9259473,0.0174,4318.748,4.8814,,,,,,
41526,18.963835,19.268795,18.547121,0.1556650539763689,0.29737777,0.52345896,0.0026,5732.8447,4.7453,,,,,,
41527,18.653496,19.311409,17.829329,0.6144217900146626,0.24154326,2.5437338,0.0027,4135.7974,5.0063,,,,,,
41531,18.343225,19.334923,17.39054,0.7959901885892299,0.2113988,3.765349,0.0944,3588.158,4.5027,,,,,,
41534,15.921293,16.330002,15.325116,0.728414126407105,0.047909714,15.203893,0.2947,5512.9497,4.6022,,,,,,
41536,16.677946,17.032534,16.157673,0.6139536993014406,0.067908734,9.040865,0.0528,5500.253,4.6954,,,,,,
41538,16.953297,18.171358,15.861402,3.488638823189113,0.075203046,46.389595,0.6274,3680.9946,4.7685,,,,,,
41539,18.15363,19.507755,17.041862,1.57446274153108,0.15836838,9.941774,0.53,3562.4048,4.851,,,,,,
41541,18.105896,19.605885,16.927637,2.7278043363329005,0.15030836,18.148056,0.4885,3425.865,4.8739,86.52126350658929,2.4270750000000003,10.83483450673781,9.815736735003561,-2.0622946940014244,M
41542,13.308345,13.808174,12.647323,2.51122771144739,0.020397736,123.11306,0.2458,5026.7666,4.3323,90.23588150720197,2.260949,9.595253197663034,8.71770367360294,-1.6230814694411764,M
41545,18.838846,20.196117,17.775114,1.151047417255788,0.20171836,5.7062106,0.0336,3312.491,4.6115,,,,,,
41546,11.438182,12.002314,10.7234745,2.276794731753016,0.016400341,138.82607,0.3477,4884.476,3.3889,,,,,,
41548,18.753563,20.082544,17.575474,1.183636789823854,0.21037208,5.6263967,0.0222,3260.0632,4.9268,,,,,,
41549,17.964966,19.321156,16.821772,1.5184159302574745,0.12054851,12.595892,0.7592,3638.47,4.3886,99.42253056882359,0.991778,5.573665140334258,5.382787935511871,-0.28911517420474836,G
41550,18.38419,19.402452,17.310553,1.03136400711198,0.21902211,4.7089496,0.2489,3641.9573,4.5601,,,,,,
41554,12.826642,13.282133,12.202801,1.75141553699924,0.016515855,106.0445,0.3088,5350.8306,3.9227,60.97014195971919,0.8327403999999996,4.1076742466654785,3.9642849689406745,0.27828601242373024,G
41555,17.450144,17.823114,16.88857,0.2878910313854204,0.096516594,2.9828138,0.0181,5347.9585,4.7268,,,,,,
41556,18.584976,20.089382,17.426638,1.3048784889667049,0.19083153,6.837856,0.669,3584.6968,4.3704,93.66682258105351,1.2514347,0.813961883166554,0.5308404595158933,1.6516638161936428,K
41560,17.110683,17.510408,16.537422,0.306774099828452,0.08234079,3.7256637,0.0074,5137.821,4.778,80.12617855406154,0.7810290000000002,4.362061797435793,4.233470847536534,0.1706116609853865,G
41561,16.595285,17.611227,15.599413,2.384812671851417,0.060920313,39.14643,0.8321,4203.465,4.563,,,,,,
41564,18.512205,19.067677,17.818312,0.7880132116738835,0.18638666,4.2278414,0.0034,4527.051,4.8417,,,,,,
41566,15.246119,15.63074,14.68335,0.863532728787199,0.033066973,26.114658,0.3834,5848.565,4.4751,,,,,,
41568,16.554884,16.976507,15.964294,0.2968545230663851,0.055042908,5.3931475,0.1984,5354.904,4.6181,,,,,,
41573,14.409029,14.850409,13.772547,1.3094925029635265,0.047394343,27.62972,0.5651,5766.3877,4.4466,,,,,,
41575,17.12806,17.487597,16.59969,0.1714697669972787,0.08183343,2.0953512,0.0115,5388.001,4.7147,,,,,,
41576,16.035225,16.485022,15.432164,0.9040833186331864,0.04941525,18.295633,0.2725,5350.161,4.615,92.20785102713135,1.0159190000000002,5.717208934427461,5.514121497085496,-0.34164859883419824,K
41577,10.735039,10.874787,10.439851,1.757104703820188,0.01836514,95.67609,0.7542,9404.65,4.1168,32.18260057353548,0.7384775000000001,3.904349729888679,3.7872293243199984,0.34910827027200075,G
41578,17.677128,18.160868,17.050045,0.3893084336186847,0.10540857,3.693328,0.0071,4835.494,4.7212,,,,,,
41582,18.88136,19.817467,18.055838,0.4821286587562315,0.22061566,2.1853783,0.0031,3834.2288,4.8298,,,,,,
41583,17.449162,18.104511,16.672983,-0.0079882856950447,0.10362113,-0.077091284,0.4613,4682.0586,4.7056,,,,,,
41584,15.757966,16.564058,14.889181,2.1951938438065395,0.041378997,53.05092,0.5112,4391.7295,4.5821,86.84747575606144,0.8108509999999995,4.665620859839876,4.531892999564263,0.0512428001742947,G
41585,18.099693,18.804104,17.302504,0.7249337032080937,0.15556584,4.65998,0.0075,4095.1304,4.8527,85.17260224114128,0.21795700000000018,1.2187660137018845,1.2426629187152365,1.3669348325139055,B
41588,17.759748,18.89261,16.720837,1.4688986495856626,0.16092788,9.127684,0.3949,3580.0752,4.5716,,,,,,
41589,18.50138,19.919935,17.405989,1.692944907638846,0.2147208,7.884401,0.4261,3360.4575,4.6271,92.7832733695855,2.6417020000000004,10.79576131839542,9.59503754875697,-1.9740150195027881,M
41592,18.200918,19.2202,17.219534,1.1159730509297787,0.15888104,7.0239534,0.5158,4040.2356,4.4711,,,,,,
41594,15.95253,16.563328,15.193515,1.0474989116182911,0.04863847,21.536428,0.388,4693.856,4.5083,44.57193071984912,0.8559380000000001,4.894297192386972,4.74397396598199,-0.033589586392795925,G
41596,17.97134,19.321745,16.837355,1.888640975134727,0.1266548,14.91172,0.5086,3490.6536,4.5632,95.17384762807445,2.5129550000000016,10.525486834562688,9.442009864755956,-1.9128039459023825,M
41597,14.027957,14.453628,13.4332485,1.5455350251907711,0.018987937,81.39563,0.1539,5221.498,4.3012,99.27513111782159,2.7444830000000007,12.33617958426057,11.054467653342115,-2.557787061336846,M
41599,18.088858,18.680075,17.371368,0.5983763984089507,0.17654353,3.3893986,0.0064,4450.012,4.8896,,,,,,
41600,16.787775,17.97826,15.734149,2.788815260956872,0.09012674,30.943262,0.5456,3590.0142,4.473,,,,,,
41601,18.490005,19.334465,17.631845,0.9744962691878072,0.22309306,4.3681154,0.0036,3851.5469,4.9239,94.11888167897983,1.0601669999999999,6.419237798951141,6.203716208772764,-0.6174864835091057,K
41602,17.326403,18.472204,16.262115,1.4192604071759642,0.107616685,13.1881075,0.4751,3665.3264,4.3224,70.99490640808527,0.9738414999999998,2.987582408366883,2.7991146450113096,0.7443541419954762,K
41603,17.615667,18.824358,16.563375,2.011431763763504,0.13699251,14.682787,1.7932,4553.3813,4.9749,,,,,,
41604,14.965122,16.2586,13.840596,8.779376761703144,0.03961361,221.62526,0.455,3534.325,4.6994,94.50912012701366,2.8244229999999995,12.155178609108916,10.79607340032561,-2.4544293601302445,M
41607,15.346846,15.762327,14.754554,0.6957699179040736,0.047311034,14.706293,0.453,5808.2173,4.3726,96.15763744664567,3.088570999999998,12.734392381667142,11.10893307822964,-2.5795732312918562,M
41608,13.866553,14.310005,13.256692,1.884770922550849,0.02801647,67.273674,0.2196,5233.62,4.3571,99.22089879713404,3.217198,13.658273060918628,11.887700216026094,-2.8910800864104376,M
41623,18.023315,19.020409,17.062767,0.9158214713424666,0.11423306,8.017132,0.2359,3710.5127,4.5906,,,,,,
41624,18.333368,19.16645,17.421894,0.5106845109944641,0.16803351,3.0391827,0.0058,3645.668,4.3437,83.06829861076605,2.558505000000002,11.262733932233253,10.141044422906923,-2.1924177691627693,M
41627,15.4751425,16.139826,14.689246,1.452376845620847,0.07705692,18.848103,0.1154,4330.761,4.126,,,,,,
41628,17.020723,17.443474,16.436932,0.2867432793985654,0.0747702,3.834994,0.0115,5116.8027,4.6918,,,,,,
41633,16.45603,16.949621,15.785703,0.8179211463824346,0.059068613,13.846968,0.1618,4911.847,4.6288,93.14342546976138,3.1227600000000013,12.65310342449407,10.982708971845746,-2.5290835887382985,M
41635,18.297848,19.73228,17.130365,2.7839866669796978,0.16506308,16.866198,0.2521,3242.9094,4.4984,93.86662201608313,2.8387309999999992,11.239389536006733,9.868422054176207,-2.083368821670483,M
41636,17.330578,17.693325,16.780827,0.3213233660878972,0.11990266,2.6798685,0.0138,5275.126,4.7224,89.26524940770098,2.9131990000000005,13.074228792656477,11.616942886280782,-2.782777154512313,M
41637,18.421505,19.908924,17.225542,2.8299738478051832,0.24590798,11.508264,0.1429,3210.5603,4.9609,,,,,,
41638,15.947864,16.327738,15.399691,0.5523169600934953,0.047767993,11.56249,0.3203,5832.1265,4.3946,37.35418561452491,1.194034499999999,6.455278138921763,6.182552637590412,-0.6090210550361648,K
41639,18.132421,19.678656,16.922039,3.1557051390853816,0.1729252,18.24896,0.3421,3326.985,4.908,97.45984890798985,2.783241000000002,11.884996120843663,10.56488133120483,-2.3619525324819324,M
41640,16.49385,17.291094,15.588218,1.4732315483533354,0.056474615,26.086615,0.4884,4307.9263,4.6561,99.26359205942057,3.0389920000000004,13.332148365682919,11.768077065028631,-2.8432308260114527,M
41641,18.194206,19.554668,17.037968,1.823039256973624,0.162568,11.21401,0.5748,3554.6375,4.2943,97.74106325112002,1.6466239999999992,7.389467932709895,6.911272704604372,-0.9005090818417486,K
41642,16.814747,17.258434,16.214243,0.3787100003118461,0.082295656,4.6018224,0.0054,4944.081,4.4016,,,,,,
41643,14.355349,14.790322,13.75288,1.3658077401869395,0.023757225,57.490208,0.1635,5223.164,4.3462,,,,,,
41649,18.089163,18.70182,17.469069,0.5809689168938287,0.14182803,4.096291,0.0062,4593.4443,4.6291,,,,,,
41650,17.227127,18.232199,16.218185,2.131048670561104,0.0887661,24.007462,0.2625,3577.6802,4.4081,,,,,,
41651,18.91849,19.822222,18.043093,1.0100445885490947,0.3272522,3.0864408,0.0877,3896.3093,4.4223,,,,,,
41652,14.246584,14.7842655,13.527563,2.515935317612218,0.12749168,19.734114,0.3824,4972.3433,4.661,25.214583197862506,3.529998000000001,15.117233252800439,12.917212032103748,-3.3028848128414996,M
41653,15.333383,15.740838,14.752338,0.7356839699228933,0.038800232,18.960814,0.0099,5062.775,4.296,,,,,,
41654,16.595224,16.979753,16.045826,0.3921936503762072,0.07014743,5.5909905,0.0661,5337.81,4.6708,,,,,,
41656,18.880098,20.616493,17.679916,3.111535563059772,0.26807868,11.6068,0.0114,3135.6572,5.051,94.30342683786938,2.876593999999999,11.274852216508215,9.862854626995421,-2.0811418507981685,M
41658,18.97923,19.35998,18.531355,0.5065932472061254,0.30046022,1.6860577,0.0029,5509.3584,4.7611,,,,,,
41659,18.757915,20.268091,17.51052,2.6255221566903164,0.2098803,12.509617,0.5128,3380.4558,4.2247,43.82621256897776,1.4542950000000001,7.227218247092733,6.840078295768002,-0.8720313183072008,K
41665,16.24028,16.749271,15.483002,0.8712782053117678,0.082529046,10.557231,0.4299,4967.969,4.6941,92.84146312965906,1.5392054999999996,7.877033467884395,7.438617119617319,-1.1114468478469277,K
41666,18.791067,19.849848,17.78942,1.1703952572484069,0.19969416,5.860939,0.0312,3439.926,4.6203,93.8949701956244,2.2213689999999993,10.507337925777641,9.656367357880956,-1.9985469431523826,M
41671,17.79577,18.659882,16.90042,0.9886899890930072,0.10546558,9.374527,0.0621,3827.4548,4.5069,48.17808281118724,2.0862050000000014,12.04707472291054,11.261583431099812,-2.640633372439925,M
41672,18.905008,19.141119,18.618969,-0.3732578826242805,0.24760173,-1.507493,0.019,6499.109,4.5935,,,,,,
41673,18.10198,18.604986,17.44827,0.1208651675903296,0.12714924,0.9505772,0.0103,4617.2705,4.8098,96.12213469434126,3.077528000000001,12.840277938434031,11.21508796443024,-2.622035185772096,M
41674,15.458752,15.815207,14.922719,0.4492158716799311,0.03470826,12.942621,0.3698,6023.872,3.9622,,,,,,
41675,15.890841,16.268806,15.341013,0.4062797164843553,0.04581247,8.868321,0.2917,5757.357,4.4704,,,,,,
41681,12.891205,13.268569,12.3433485,1.8853588426067631,0.017070424,110.44592,0.1673,5576.497,4.2389,43.73189751126781,3.046042,13.21554124709687,11.570131391826543,-2.764052556730617,M
41682,18.201553,19.544142,17.05103,2.521441084864682,0.16218124,15.547057,0.343,3431.25,4.8866,,,,,,
41684,18.892532,20.206802,17.654646,2.3407036386548765,0.2518156,9.295309,0.0141,3170.893,4.9693,75.96017656276189,2.3628149999999994,10.41043844940802,9.45685217227225,-1.9187408689088998,M
41685,16.844456,17.155106,16.351536,0.2008482497257777,0.069579214,2.8866127,0.0091,5697.4507,4.6548,,,,,,
41692,17.73766,18.25319,17.122606,0.2396583980828042,0.16577354,1.4456975,0.0094,4774.1567,4.8025,,,,,,
41695,17.957148,18.541592,17.213545,0.5102446805427071,0.15575777,3.2758858,0.0033,4378.1143,4.8093,,,,,,
41698,13.449403,13.874162,12.857678,2.684858893030313,0.018266503,146.98264,0.1029,5180.244,4.4603,,,,,,
41702,15.601734,16.084295,14.953872,1.117205658005817,0.04519588,24.719193,0.0557,4777.274,4.3406,,,,,,
41703,18.630852,20.203884,17.457626,2.244855977815848,0.26225019,8.5599785,0.0135,3049.8044,4.644,97.84399072362666,2.069025,7.557492445426199,6.940523211077952,-0.9122092844311809,K
41705,16.296183,16.654919,15.727183,0.6565911217600856,0.080154486,8.19157,0.0111,5265.821,4.3867,,,,,,
41706,16.251379,16.714437,15.615334,1.0357073363979734,0.071999975,14.384829,0.1406,4983.624,4.7478,50.56649399830947,1.2753300000000003,6.987204564995231,6.679401784533752,-0.8077607138135008,K
41707,18.740253,19.556002,17.85829,0.8315522070806053,0.22078858,3.7662828,0.0138,3746.9922,4.9365,60.94765124309109,0.8016372,4.427390527568649,4.293009131263242,0.14679634749470338,G
41710,17.939545,19.530804,16.745867,2.913255438779513,0.18616207,15.649028,0.6305,3410.3262,4.8076,,,,,,
41711,18.652304,19.41581,17.844223,0.0073646926473564,0.26061666,0.028258719,0.0031,4059.799,4.9929,,,,,,
41713,18.56893,18.991873,17.964298,0.0903358126230695,0.26213893,0.34461042,0.0056,4982.3247,4.8406,,,,,,
41715,18.696053,19.990211,17.655571,1.03910986710325,0.3009762,3.4524655,0.1762,3461.25,4.711,91.22627333102847,1.453282999999999,7.118270703704191,6.745197330319179,-0.8340789321276717,K
41717,13.445416,13.790081,12.937696,1.480166915823253,0.027660925,53.511112,0.1115,5873.9526,4.2985,,,,,,
41718,17.485327,17.93439,16.892248,0.3445264926059897,0.09764083,3.5285087,0.0104,5031.2,4.7454,,,,,,
41719,16.553833,16.929935,16.005415,0.4685658796465234,0.06488381,7.2216144,0.0102,5297.841,4.4312,,,,,,
41721,18.905651,20.299267,17.795599,1.355620891088978,0.2540198,5.3366737,0.0283,3240.6921,4.6421,96.34666756462467,2.2281259999999996,8.525291730649123,7.6688875105602,-1.2035550042240801,M
41722,15.591845,16.25159,14.806671,1.999824108779241,0.036996417,54.05454,0.123,4361.7197,4.5676,,,,,,
41723,18.84707,19.672771,17.998434,0.8088147981643691,0.24064225,3.3610673,0.0078,3839.7896,4.9921,99.94643663615575,1.5271369999999997,7.366543517684562,6.948919425280167,-0.9155677701120667,K
41724,14.1130495,14.484937,13.573458,1.243889792215932,0.01955523,63.609062,0.2491,5778.0806,4.332,,,,,,
41727,18.26405,19.22948,17.26281,0.7826155319121831,0.16918829,4.6257076,0.0833,3692.4075,4.8592,,,,,,
41728,12.015993,12.313002,11.552942,1.7147790767498003,0.016540641,103.670654,0.1866,6154.5054,3.9183,,,,,,
41732,17.318947,17.76321,16.718426,0.4906342399739171,0.08802192,5.574001,0.0036,4964.556,4.713,74.61014727525887,2.298323,9.869269397147146,8.963390513711765,-1.721356205484706,M
41736,17.493038,18.241982,16.66714,0.9842475871411324,0.0938624,10.486069,0.0188,4072.288,4.7748,,,,,,
41739,17.970968,18.370268,17.426573,0.350318524450483,0.11636742,3.010452,0.0034,5174.6445,4.7406,,,,,,
41740,14.836366,15.311451,14.187641,1.7594972458843314,0.024764514,71.04913,0.383,5300.8145,4.5971,,,,,,
41741,17.29583,18.301743,16.304346,1.8035952646991664,0.09586385,18.814133,0.4118,3852.342,4.3075,87.12093669694272,0.6851259999999995,2.8705389540404305,2.766969319146707,0.7572122723413174,F
41744,15.373316,15.804304,14.773301,1.039885278950944,0.032496814,31.999605,0.2208,5363.559,4.623,61.40283262021985,3.239663,14.816968168775922,12.959597968157766,-3.3198391872631063,M
41748,15.563351,15.917534,15.04059,0.7149029266950022,0.03834993,18.641571,0.0135,5439.076,4.3737,97.76024454051806,1.417681,6.197620618528354,5.839354603712149,-0.47174184148485954,K
41749,16.06417,16.897673,15.181361,2.101006945705317,0.057441633,36.576378,0.4922,4317.819,4.6383,,,,,,
41751,17.092892,17.980194,16.181276,1.3068618682383693,0.09578571,13.6435995,0.4839,4206.8145,4.6589,,,,,,
41752,16.28409,17.46943,15.197269,2.5315358775010024,0.076784074,32.969543,0.6655,3813.995,4.5475,,,,,,
41753,16.861982,17.976818,15.49578,3.610244951048462,0.08812307,40.968216,0.4325,3563.8777,4.7665,99.22965050025202,1.2833035000000006,6.132064669050745,5.826883691417702,-0.4667534765670809,K
41754,18.305323,18.734028,17.77151,0.3800266285385243,0.16965896,2.2399442,0.0034,5275.54,4.7717,,,,,,
41755,16.906511,17.533836,16.162714,0.0596899644190777,0.0762215,0.7831119,0.6383,5028.516,4.3984,,,,,,
41756,18.683546,19.874054,17.548618,1.1605036256518002,0.25623792,4.5290084,0.0206,3291.2234,4.6147,91.95582158631213,0.7116935000000009,4.547961195390403,4.437801855088807,0.08887925796447718,F
41761,18.059896,19.48988,16.897865,2.0302449709614057,0.20845166,9.739644,0.7099,3570.7202,4.2762,,,,,,
41763,18.996748,20.743355,17.664919,2.7627748097847884,0.26329255,10.493175,0.0174,3037.21,4.9819,97.7644004193641,2.7705719999999996,11.44977360496836,10.132542294364093,-2.1890169177456373,M
41764,17.863066,18.878952,16.852541,2.0723768895205765,0.11951012,17.340597,0.3455,3735.2732,4.8118,37.84538329464933,3.3130930000000003,13.945840838780057,12.004528459544453,-2.937811383817781,M
41765,14.590075,14.918638,14.094376,0.650260411732407,0.025649406,25.35187,0.119,5806.8145,4.1663,,,,,,
41767,17.658733,19.210112,16.451889,4.075860325587749,0.11964905,34.06513,0.6418,3403.9255,4.9006,,,,,,
41769,16.709557,17.12236,16.114794,0.4424895573631573,0.06365143,6.9517617,0.0228,5085.896,4.6318,,,,,,
41770,16.435244,16.835493,15.858223,0.6235752080923133,0.057098784,10.920989,0.011,5162.537,4.4748,,,,,,
41771,13.137003,13.569361,12.542429,2.536773384805515,0.0146692665,172.93117,0.1625,5317.2466,4.4239,,,,,,
41774,16.756243,17.693525,15.798581,1.5983424123859724,0.07294037,21.913,0.0585,3650.6208,4.2546,,,,,,
41775,17.977383,18.397663,17.410025,0.4664859278089205,0.12604864,3.7008405,0.0026,5086.7983,4.7841,,,,,,
41776,16.107315,16.85474,15.267919,1.7414601302215913,0.0446369,39.013912,0.3966,4439.883,4.6666,,,,,,
41781,18.715204,20.148254,17.595951,1.9902916312184225,0.23255955,8.558203,0.1037,3264.806,4.6216,87.12152328949205,2.208030000000001,9.282904954782559,8.44990919849068,-1.5159636793962719,K
41782,17.047743,17.762486,16.236849,0.8232424280620446,0.079310045,10.380053,0.2586,4487.717,4.5677,,,,,,
41785,18.294666,19.504292,17.169418,1.726071167180114,0.18327256,9.418056,0.3443,3501.7205,4.6019,91.28412900390875,2.1284480000000006,9.426555154935322,8.652917619731788,-1.5971670478927154,K
41786,18.464735,18.943474,17.858501,0.3295350788344691,0.22716571,1.4506375,0.0021,4842.377,4.8747,,,,,,
41787,12.812085,13.199372,12.250394,3.087441084193052,0.017311303,178.34828,0.2958,5710.345,4.4495,,,,,,
41791,18.24762,19.377996,17.191097,1.3325971325785049,0.17635027,7.556536,0.0384,3360.7344,4.6347,,,,,,
41794,18.928724,19.300095,18.446285,-0.2671893570520862,0.31865066,-0.83850247,0.0029,5241.6714,4.7889,99.17434605928578,0.3228523999999995,0.38398701207073316,0.42513897258415945,1.6939444109663364,B
41795,11.195261,11.54645,10.674283,5.5542396262932,0.024033736,231.10179,0.1808,5803.6724,4.4772,,,,,,
41796,18.598642,19.053886,18.01337,-0.174939979982603,0.30228633,-0.5787227,0.002,5154.871,4.7867,92.42957384856429,2.961337000000002,11.770212332837175,10.273797246482225,-2.24551889859289,M
41797,16.301455,16.672949,15.741707,0.5006805368267976,0.072114445,6.9428606,0.0824,5378.2397,4.7161,85.52064648330261,2.721388000000001,11.404775844004618,10.1356361239432,-2.19025444957728,M
41800,18.53091,18.914982,17.930193,0.4446579440797589,0.28219873,1.5756907,0.0027,4984.2397,4.8644,73.474933894885,1.8809070000000006,11.063417891868042,10.420525979941232,-2.304210391976493,M
41801,18.44881,19.041868,17.790516,-0.0651044458896052,0.21859513,-0.29783118,0.0059,4538.948,4.8707,91.61573074053081,2.123391999999999,8.896459268417338,8.122779750260335,-1.385111900104134,K
41804,18.976912,20.21092,17.85745,1.1936270974786536,0.29350567,4.066794,0.0082,3372.3647,4.9564,46.96817424709723,0.8848604000000009,4.5108565265826,4.351664607197652,0.12333415712093938,G
41805,17.206978,17.538649,16.700748,0.1318990565019136,0.093437016,1.411636,0.0067,5513.9727,4.6959,86.85423835800074,1.8407280000000004,8.06761933446747,7.486161918866237,-1.130464767546495,K
41807,15.191172,15.569521,14.646989,0.6523184368978702,0.03748264,17.403214,0.3036,5771.734,3.8096,32.754594139927725,2.7291860000000003,11.946238721282299,10.619983887568669,-2.3839935550274673,M
41808,18.46073,19.109926,17.747969,0.3182671570740579,0.18541007,1.7165582,0.0032,4416.606,4.88,87.83158438688118,2.9539860000000004,11.720447724345583,10.227564414870038,-2.227025765948015,M
41811,16.655725,17.112385,16.034151,0.7889531543925946,0.060471565,13.04668,0.0821,4958.991,4.7398,,,,,,
41815,16.880661,17.310102,16.26403,0.5756014443719233,0.07042476,8.173283,0.1893,5217.9136,4.7527,,,,,,
41820,18.519142,19.424696,17.567783,0.5532089403738951,0.15686642,3.5266244,0.0057,3610.3633,4.4372,95.18825684107475,2.627828000000001,10.747332166832429,9.566266131170877,-1.962506452468351,M
41822,15.718191,16.409328,14.912589,1.78236557677538,0.03878569,45.95421,0.3489,4471.9746,4.544,72.39257969730522,1.0189950000000003,5.704851401424149,5.512938735427818,-0.3411754941711273,G
41823,15.790403,16.120422,15.288459,0.4998173907980396,0.03785565,13.203244,0.3187,6136.0312,4.4003,,,,,,
41824,15.96712,16.468515,15.305065,1.038142471406361,0.04241584,24.47535,0.0795,4774.0835,4.4128,69.91196679242825,2.072996,8.99963666274773,8.261531399733759,-1.4406125598935036,K
41826,18.649569,19.781418,17.645845,0.5646939074971653,0.19402124,2.9104745,0.193,3520.966,4.4784,,,,,,
41827,15.127146,15.58617,14.5004225,0.8733031875251068,0.030814817,28.340366,0.2479,5247.277,4.3065,,,,,,
41828,18.508987,18.964127,17.756542,0.5062492875063919,0.17040983,2.9707751,0.0089,4608.716,4.8847,92.19741234866373,2.790953,12.06931258678398,10.741799339334179,-2.432719735733672,M
41829,16.417736,17.072493,15.641773,1.2274791845790247,0.05685525,21.589548,0.2974,4596.7036,4.6146,,,,,,
41830,18.058132,19.390606,16.909655,2.1265755436780225,0.14344217,14.825317,0.3965,3354.8726,4.382,,,,,,
41836,18.375504,19.321587,17.312223,0.460633358830407,0.25370294,1.8156406,0.2802,3620.919,4.482,93.63149243702429,2.976717999999998,13.188569785068506,11.67400027066455,-2.80560010826582,M
41837,17.650196,18.178923,17.017675,0.2896348316690044,0.12756662,2.2704594,0.0115,4731.0317,4.802,,,,,,
41840,16.99781,17.350037,16.472492,0.2091097779683043,0.08454444,2.473371,0.0502,5492.028,4.6968,,,,,,
41841,18.09492,19.568285,16.901407,2.2577246060501635,0.1479976,15.255143,0.5197,3448.0066,4.8299,86.65568487234668,1.6055039999999998,7.4827402463102,7.041698704986629,-0.9526794819946517,K
41844,17.68835,18.107859,17.089548,0.2869344047125923,0.11832259,2.4250178,0.0027,5034.101,4.7387,,,,,,
41847,18.544357,19.878918,17.482662,1.177800913319607,0.2898277,4.0637965,0.0953,3277.002,4.6231,97.36299854533597,2.8584619999999994,12.150837773014413,10.75966529675151,-2.4398661187006043,M
41852,17.195278,17.587414,16.650368,0.3599472752018768,0.07854325,4.5827904,0.0071,5272.355,4.7378,99.57097048911999,2.9839434999999987,12.94256489005771,11.421586299549212,-2.7046345198196846,M
41854,18.124964,19.235823,17.126009,1.1863833484902837,0.16170636,7.3366523,0.5435,3850.2615,4.8563,,,,,,
41855,14.855254,15.443549,14.120102,2.158373577708224,0.02354478,91.671,0.3908,4863.931,4.582,,,,,,
41863,17.929054,19.179386,16.840065,1.7155967342312597,0.11781592,14.561671,0.7387,3776.7432,4.7587,,,,,,
41866,18.555658,19.157206,17.77103,0.4407509596695058,0.18512371,2.3808455,0.0094,4208.7915,4.678,,,,,,
41870,14.309559,14.7793255,13.674267,1.549118635684252,0.020780843,74.54552,0.4691,5631.5723,4.4142,,,,,,
41871,14.686189,15.154309,14.052637,1.072297878329883,0.024714055,43.388184,0.5175,5643.6797,4.2894,97.012643809517,0.7953029999999988,4.859732265876275,4.727776298830955,-0.02711051953238197,G
41872,18.826279,20.158632,17.681042,2.555026646533348,0.2976395,8.5843,0.0533,3243.4258,4.6675,79.4930200405186,2.4336149999999996,10.080603492323554,9.053565016526981,-1.7574260066107925,M
41876,17.539848,18.697157,16.47715,1.6871926141122326,0.10304338,16.373615,0.6353,3690.4153,4.4081,,,,,,
41879,16.428436,17.51287,15.39119,2.8797904329607595,0.053137127,54.19545,0.6624,3934.0493,4.694,,,,,,
41880,17.761839,18.210474,17.143456,0.4284284465935543,0.109057024,3.928481,0.0062,4775.365,4.8105,12.793837382765627,2.34797,10.77815615535443,9.789603868614549,-2.0518415474458194,M
41882,15.547247,16.146063,14.78832,1.442878576000059,0.0629817,22.909487,0.6638,5088.4653,4.6367,,,,,,
41883,18.42979,19.823105,17.245409,2.828251999644239,0.20364143,13.888392,0.3186,3294.6726,4.7679,80.4974400205141,0.6513003999999993,3.3798359659215826,3.295577954225429,0.5457688183098285,F
41884,15.818531,16.659796,14.923348,2.150197939346269,0.049970914,43.028988,0.6907,4450.039,4.6057,,,,,,
41886,17.747452,18.292946,17.059784,0.4982647635117851,0.109806605,4.5376573,0.012,4606.032,4.8153,73.5544274006442,1.8207654999999985,7.854257745878101,7.3042569051105914,-1.0577027620442365,K
41887,18.586403,19.219107,17.662537,-0.1457810775156718,0.25898463,-0.5628947,0.007,3947.0918,4.8664,94.29305487389377,3.5313599999999994,15.45459779663016,13.290721469559436,-3.452288587823775,M
41891,15.025055,15.57845,14.323387,1.494301354663255,0.034661137,43.11172,0.371,4988.713,4.4597,,,,,,
41893,16.728552,17.185251,16.100395,0.5104672643814155,0.07412832,6.886265,0.0588,4950.8604,4.7754,98.93103638316805,0.48731930000000023,2.598744770296438,2.5368402065520286,0.8492639173791887,F
41898,17.757456,19.10035,16.744444,2.698215893805947,0.1369167,19.706991,0.5633,3668.761,4.8461,85.45543797770084,0.9661410000000004,5.447597009803205,5.263929478141417,-0.24157179125656683,G
41899,17.246275,17.734999,16.60605,0.5244141245439318,0.08418538,6.2292786,0.0183,4787.4814,4.8227,,,,,,
41901,15.499196,15.871961,14.948469,0.5478909385641247,0.03484984,15.721477,0.448,6054.6724,4.2753,,,,,,
